Var1,Var2
95.5176865656281,116.146805209616
95.5803653881765,116.241806468886
95.6488249836709,116.356219007358
95.7230254685484,116.489943933747
95.7230254685484,116.489943933747
96.4440649957881,117.062848203829
97.158935975569,117.613227600454
97.8677855705553,118.141545024811
98.5707429284471,118.648225125596
99.267920578164,119.133657781648
99.959415668722,119.598201184653
100.645311072683,120.042184575822
101.3256763726,120.465910681876
102.000568746027,120.869657888622
102.670033762326,121.253682184582
103.334106102502,121.618218902318
103.992810211695,121.963484281013
104.646160892557,122.289676870515
105.294163846571,122.596978794182
105.936816169382,122.885556885459
106.574106805385,123.155563711046
107.206016966047,123.407138491799
107.832520515859,123.640407930979
108.453584329252,123.855486958189
109.069168621338,124.052479396226
109.679227254934,124.231478557105
110.283708025981,124.392567772661
110.8825529291,124.535820864426
